,Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style
7786,5232,20.82,1.07,1.009,8.02,47.06,15.34,26.5,60,1.055,80.0,1.25,Specific Gravity,All Grain,0.35,19.44,American IPA
7787,5237,20.82,1.0590000000000002,1.015,5.73,34.52,8.39,28.39,90,1.043,75.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA
7788,5238,20.82,1.071,1.015,7.34,62.69,4.48,26.88,60,1.055,78.0,1.0,Specific Gravity,All Grain,0.35,20.0,American IPA
7789,5239,19.0,1.067,1.017,6.58,69.19,7.72,28.4,60,1.045,75.0,3.0,Specific Gravity,All Grain,1.0,20.0,American IPA
7790,5240,45.42,1.055,1.014,5.31,24.53,18.21,53.0,60,1.047,70.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
7791,5244,20.82,1.053,1.013,5.28,18.4,3.83,24.61,60,1.045,65.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
7792,5252,10.41,1.047,1.009,5.02,58.7,5.06,12.68,60,1.036,80.0,3.0,Specific Gravity,All Grain,0.75,18.33,American IPA
7793,5264,20.82,1.072,1.012,7.85,65.59,5.76,24.61,60,1.061,78.0,1.5,Specific Gravity,All Grain,1.0,18.33,American IPA
7794,5274,560.0,12.028,2.8092900000000003,4.92,19.75,3.51,630.0,75,10.7,83.0,2.7,Plato,All Grain,0.75,19.0,American IPA
7795,5279,18.93,1.061,1.014,6.15,33.73,5.83,28.39,60,1.041,60.0,1.25,Specific Gravity,All Grain,0.35,21.11,American IPA
7796,5288,42.0,1.064,1.013,6.81,69.7,4.37,46.0,60,1.057,73.0,3.5,Specific Gravity,All Grain,1.0,20.0,American IPA
7797,5295,20.82,1.0759999999999998,1.015,7.99,97.67,8.48,24.61,60,1.064,70.0,1.25,Specific Gravity,All Grain,0.75,18.33,American IPA
7798,5299,20.82,1.047,1.011,4.66,16.44,5.38,28.39,60,1.033,73.0,1.25,Specific Gravity,All Grain,0.75,20.0,American IPA
7799,5303,22.0,1.062,1.011,6.88,62.58,12.49,25.5,60,1.054,70.0,3.3,Specific Gravity,All Grain,0.5,19.0,American IPA
7800,5318,20.82,1.054,1.01,5.8,35.25,5.98,28.39,60,1.039,75.0,1.6,Specific Gravity,All Grain,0.5,20.0,American IPA
7801,5319,60.57,1.07,1.022,6.21,69.31,36.99,70.03,60,1.06,80.0,1.5,Specific Gravity,All Grain,1.0,21.11,American IPA
7802,5325,3.79,16.3351,2.87235,7.3,64.99,5.74,7.57,65,8.4,65.0,1.5,Plato,All Grain,0.5,20.0,American IPA
7803,5327,56.78,1.051,1.013,5.07,38.46,9.87,90.85,60,1.032,35.0,1.5,Specific Gravity,All Grain,0.5,21.11,American IPA
7804,5330,20.82,1.063,1.018,5.96,53.2,4.16,30.28,60,1.043,65.0,1.25,Specific Gravity,All Grain,0.35,19.44,American IPA
7805,5331,20.82,1.055,1.018,4.85,21.41,27.42,26.5,70,1.043,74.0,1.5,Specific Gravity,All Grain,2.0,18.89,American IPA
7806,5332,20.0,1.051,1.01,5.44,31.23,11.92,24.0,60,1.043,65.0,3.0,Specific Gravity,All Grain,0.35,18.0,American IPA
7807,5336,20.82,1.064,1.011,6.96,20.75,5.86,26.5,60,1.051,75.0,1.3,Specific Gravity,All Grain,0.35,20.0,American IPA
7808,5338,22.71,1.0590000000000002,1.01,6.49,60.59,8.17,27.44,70,1.0490000000000002,70.0,1.4,Specific Gravity,All Grain,1.0,20.0,American IPA
7809,5341,20.82,1.063,1.017,6.11,37.29,7.01,22.71,60,1.058,70.0,1.3,Specific Gravity,All Grain,0.35,21.11,American IPA
7810,5342,35.0,1.048,1.011,4.87,38.35,9.57,30.0,60,1.056,60.0,3.0,Specific Gravity,All Grain,0.35,21.0,American IPA
7811,5344,21.0,1.062,1.016,5.97,81.87,5.4,25.0,60,1.052,65.0,3.0,Specific Gravity,All Grain,0.75,20.0,American IPA
7812,5348,18.93,1.055,1.012,5.59,34.41,3.36,28.39,60,1.037,70.0,1.5,Specific Gravity,All Grain,0.35,19.44,American IPA
7813,5355,21.0,1.052,1.011,5.39,26.92,6.97,27.0,60,1.04,70.0,2.5,Specific Gravity,All Grain,0.35,20.0,American IPA
7814,5356,20.82,1.074,1.017,7.45,50.24,8.87,28.39,60,1.054,84.0,1.4,Specific Gravity,All Grain,0.5,18.89,American IPA
7815,5358,21.0,1.0659999999999998,1.013,6.99,22.34,5.15,26.0,60,1.053,70.0,2.8,Specific Gravity,All Grain,0.35,20.0,American IPA
7816,5362,18.93,1.057,1.014,5.7,10.28,4.7,24.61,90,1.044,70.0,1.25,Specific Gravity,All Grain,0.5,20.0,American IPA
7817,5363,20.82,1.06,1.012,6.3,30.85,9.32,26.5,60,1.047,70.0,1.25,Specific Gravity,All Grain,1.0,22.22,American IPA
7818,5366,47.3,1.063,1.017,6.03,39.32,6.52,59.0,90,1.051,73.0,4.0,Specific Gravity,All Grain,0.75,20.0,American IPA
7819,5369,20.82,1.086,1.022,8.33,94.98,4.73,28.39,60,1.063,75.0,1.25,Specific Gravity,All Grain,0.35,20.0,American IPA
7820,5374,22.0,15.2159,3.34831,6.42,43.46,4.29,22.0,90,15.2,68.0,3.38,Plato,All Grain,0.35,20.0,American IPA
7821,5378,20.82,1.069,1.016,6.99,30.98,18.41,28.39,60,1.051,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA
7822,5385,38.0,1.056,1.006,6.58,26.27,3.38,48.0,60,1.044,73.0,3.0,Specific Gravity,All Grain,1.0,20.0,American IPA
7823,5386,20.82,1.072,1.015,7.55,88.33,7.42,28.39,60,1.053,70.0,1.5,Specific Gravity,All Grain,0.5,20.0,American IPA
7824,5393,18.9,1.053,1.014,5.16,60.97,4.71,23.1,60,1.043,75.0,3.0,Specific Gravity,All Grain,2.0,12.0,American IPA
7825,5394,41.64,1.063,1.018,5.99,65.83,4.06,49.21,60,1.054,73.0,1.5,Specific Gravity,All Grain,1.0,20.0,American IPA
7826,5395,100.0,1.057,1.011,6.01,0.0,12.29,28.5,60,1.198,70.0,2.7,Specific Gravity,All Grain,0.75,20.0,American IPA
7827,5396,92.0,1.04,1.008,4.14,24.69,4.95,97.5,60,1.038,70.0,2.5,Specific Gravity,All Grain,0.75,18.0,American IPA
7828,5397,16.09,1.064,1.019,5.9,47.17,6.47,18.93,30,1.054,75.0,1.5,Specific Gravity,All Grain,1.0,18.89,American IPA
7829,5398,25.0,1.0490000000000002,1.013,4.76,33.06,24.6,29.5,90,1.041,80.0,2.5,Specific Gravity,All Grain,0.35,20.0,American IPA
7830,5401,22.71,1.0759999999999998,1.018,7.57,175.2,5.53,30.28,90,1.053,80.0,1.5,Specific Gravity,All Grain,0.5,17.78,American IPA
7831,5405,23.09,1.055,1.01,5.97,38.21,9.48,28.39,60,1.045,70.0,1.4,Specific Gravity,All Grain,0.75,20.0,American IPA
7832,5407,24.0,1.06,1.005,7.47,20.18,9.04,30.0,90,1.048,85.0,3.5,Specific Gravity,All Grain,0.75,35.0,American IPA
7833,5408,19.87,1.061,1.015,6.05,51.41,4.58,25.55,60,1.048,75.0,1.3,Specific Gravity,All Grain,0.35,18.33,American IPA
7834,5410,20.82,1.058,1.015,5.61,43.36,5.43,28.39,60,1.042,80.0,1.5,Specific Gravity,All Grain,0.75,18.89,American IPA
7835,5414,30.0,1.06,1.013,6.25,39.44,5.72,35.0,60,1.052,85.0,3.0,Specific Gravity,All Grain,0.5,20.0,American IPA
7836,5417,16.5,1.092,1.019,9.62,111.74,6.0,23.2,90,1.0659999999999998,68.0,3.8,Specific Gravity,All Grain,1.25,19.0,American IPA
7837,5420,37.85,1.058,1.014,5.78,40.53,8.21,45.42,60,1.0490000000000002,65.0,1.5,Specific Gravity,All Grain,0.35,22.78,American IPA
7838,5422,37.85,1.063,1.013,6.54,64.65,7.36,49.21,60,1.0490000000000002,75.0,1.5,Specific Gravity,All Grain,0.75,21.67,American IPA
7839,5423,50.0,15.5965,2.74443,6.95,124.93,8.75,50.0,60,15.6,70.0,3.0,Plato,All Grain,0.5,18.0,American IPA
7840,5433,20.0,1.072,1.008,8.39,136.94,6.58,28.5,60,1.05,72.0,3.0,Specific Gravity,All Grain,0.5,20.0,American IPA
7841,5437,20.0,1.0590000000000002,1.014,6.2,180.36,8.79,28.0,100,1.042,54.0,3.0,Specific Gravity,All Grain,0.35,18.0,American IPA
7842,5439,23.0,1.054,1.014,5.33,36.7,11.26,27.0,60,1.046,85.0,3.3,Specific Gravity,All Grain,0.35,20.0,American IPA
7843,5443,20.82,1.072,1.017,7.22,87.57,14.52,26.5,60,1.056,70.0,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
7844,5446,1703.44,1.065,1.012,7.0,0.0,5.38,1703.44,90,1.065,90.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA
7845,5463,41.64,1.057,1.012,5.91,97.1,4.86,48.26,60,1.0490000000000002,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA
7846,5464,3.79,1.052,1.01,5.49,16.86,5.23,3.79,60,1.052,50.0,1.5,Specific Gravity,All Grain,0.35,20.56,American IPA
7847,5478,41.64,1.067,1.01,7.52,68.29,4.9,49.21,60,1.057,75.0,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
7848,5486,20.82,1.07,1.014,7.39,117.16,10.82,26.5,60,1.055,70.0,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
7849,5492,20.82,1.065,1.02,6.22,47.21,9.65,28.39,60,1.048,75.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
7850,5501,19.0,1.065,1.025,5.14,28.31,5.6,45.4,60,1.027,70.0,3.1,Specific Gravity,All Grain,0.75,18.0,American IPA
7851,5502,20.82,1.056,1.011,5.88,39.14,4.41,28.39,60,1.041,60.0,1.5,Specific Gravity,All Grain,1.25,22.78,American IPA
7852,5509,22.71,1.094,1.01,10.98,131.57,8.9,32.18,60,1.055,72.0,2.0,Specific Gravity,All Grain,0.75,18.33,American IPA
7853,5512,23.0,1.072,1.02,6.72,23.07,20.17,27.06,60,1.061,75.0,3.0,Specific Gravity,All Grain,0.35,23.0,American IPA
7854,5513,120.0,1.0759999999999998,1.015,7.99,0.0,6.82,135.0,60,1.068,75.0,3.0,Specific Gravity,All Grain,1.0,24.0,American IPA
7855,5516,42.0,1.054,1.012,5.59,56.72,3.75,55.0,90,1.041,70.0,1.0,Specific Gravity,All Grain,1.0,19.0,American IPA
7856,5520,20.82,1.06,1.012,6.33,33.14,3.7,26.5,60,1.047,75.0,1.5,Specific Gravity,All Grain,0.75,17.22,American IPA
7857,5521,18.93,1.0490000000000002,1.014,4.64,68.6,7.05,24.61,60,1.038,70.0,1.5,Specific Gravity,All Grain,0.75,18.89,American IPA
7858,5522,130.0,1.057,1.01,6.22,27.74,4.72,150.0,60,1.0490000000000002,71.0,3.0,Specific Gravity,All Grain,0.75,20.0,American IPA
7859,5531,20.82,1.074,1.013,8.48,165.32,5.44,26.5,60,1.058,74.0,1.42,Specific Gravity,All Grain,0.5,18.33,American IPA
7860,5532,25.36,1.048,1.008,5.18,49.06,4.56,31.04,60,1.039,65.0,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
7861,5534,22.5,1.065,1.014,6.73,60.56,7.35,24.0,60,1.061,70.0,3.0,Specific Gravity,All Grain,1.0,20.0,American IPA
7862,5535,25.0,1.058,1.01,6.23,69.55,4.86,28.5,60,1.051,80.0,3.0,Specific Gravity,All Grain,0.75,20.0,American IPA
7863,5536,22.0,1.056,1.013,5.57,89.43,6.56,29.0,60,1.042,70.0,1.5,Specific Gravity,All Grain,0.75,19.0,American IPA
7864,5539,20.82,1.086,1.02,8.65,299.73,6.15,28.39,90,1.063,65.0,1.5,Specific Gravity,All Grain,0.5,20.0,American IPA
7865,5543,20.82,1.064,1.018,6.03,41.87,11.66,28.01,60,1.047,60.0,1.25,Specific Gravity,All Grain,1.0,20.0,American IPA
7866,5547,20.82,1.055,1.014,5.44,25.54,12.62,26.5,60,1.043,70.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
7867,5551,25.0,1.07,1.011,7.67,63.72,34.89,36.0,90,1.048,70.0,3.0,Specific Gravity,All Grain,0.35,22.0,American IPA
7868,5556,20.82,1.061,1.011,6.48,58.07,8.9,28.39,60,1.044,62.0,1.2,Specific Gravity,All Grain,0.5,17.22,American IPA
7869,5561,3.79,1.055,1.01,5.82,59.28,8.53,4.73,60,1.044,75.0,1.5,Specific Gravity,All Grain,0.75,18.0,American IPA
7870,5566,20.82,1.047,1.008,5.03,16.44,5.6,28.39,60,1.034,70.0,1.25,Specific Gravity,All Grain,0.75,20.0,American IPA
7871,5567,18.93,1.077,1.02,7.37,98.28,14.79,26.5,60,1.055,75.0,1.25,Specific Gravity,All Grain,0.35,20.0,American IPA
7872,5570,20.82,13.2894,3.05436,5.49,20.39,5.4,28.39,60,9.9,70.0,1.5,Plato,All Grain,0.75,21.11,American IPA
7873,5572,1294.61,1.077,1.016,7.92,55.46,19.4,1302.18,90,1.0759999999999998,79.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
7874,5575,20.0,1.0490000000000002,1.009,5.22,43.18,18.26,28.5,60,1.034,67.0,3.1,Specific Gravity,All Grain,0.35,18.0,American IPA
7875,5576,21.0,1.0590000000000002,1.016,5.67,34.79,7.6,24.6,90,1.05,76.0,2.9,Specific Gravity,All Grain,0.35,18.0,American IPA
7876,5578,20.82,1.054,1.011,5.53,59.87,6.05,24.61,60,1.045,60.0,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
7877,5579,18.93,1.063,1.012,6.68,149.24,6.05,24.61,60,1.048,66.0,1.3,Specific Gravity,All Grain,0.75,19.44,American IPA
7878,5580,15.14,1.057,1.015,5.55,68.56,5.56,18.93,60,1.046,75.0,1.6,Specific Gravity,All Grain,0.75,23.89,American IPA
7879,5585,20.0,1.062,1.017,5.98,62.39,5.88,27.0,70,1.046,68.0,3.0,Specific Gravity,All Grain,0.75,20.0,American IPA
7880,5587,20.82,1.073,1.009,8.44,27.51,6.76,30.28,60,1.036,74.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
7881,5590,27.0,1.053,1.012,5.36,37.78,8.16,30.0,60,1.048,85.0,3.0,Specific Gravity,All Grain,0.75,20.0,American IPA
7882,5596,18.93,1.067,1.016,6.74,122.85,50.0,26.5,60,1.048,55.0,1.5,Specific Gravity,All Grain,0.35,22.22,American IPA
7883,5604,48.0,1.045,1.01,4.58,24.04,3.64,56.0,60,1.038,93.0,3.5,Specific Gravity,All Grain,0.5,20.0,American IPA
7884,5609,18.93,1.056,1.013,5.77,74.48,7.13,28.39,60,1.038,70.0,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
7885,5612,23.5,1.051,1.01,5.39,24.1,4.18,29.0,75,1.042,79.0,3.3,Specific Gravity,All Grain,1.25,18.0,American IPA
7886,5613,15.0,1.047,1.01,4.82,26.06,9.63,21.0,60,1.033,75.0,3.0,Specific Gravity,All Grain,0.5,19.0,American IPA
7887,5621,21.0,1.058,1.016,5.44,33.14,8.35,29.0,60,1.042,70.0,3.0,Specific Gravity,All Grain,0.35,18.0,American IPA
7888,5625,20.82,1.058,1.013,5.91,35.35,16.97,25.55,60,1.047,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA
7889,5626,41.64,1.0590000000000002,1.015,5.7,96.75,7.02,53.94,90,1.045,68.0,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
7890,5627,20.82,1.055,1.009,6.01,49.22,6.76,28.39,60,1.04,70.0,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
7891,5628,20.82,1.073,1.023,6.58,81.1,8.0,24.61,60,1.062,70.0,1.5,Specific Gravity,All Grain,1.0,18.89,American IPA
7892,5632,20.82,1.064,1.011,6.87,81.65,9.39,28.39,60,1.047,75.0,2.0,Specific Gravity,All Grain,0.75,20.0,American IPA
7893,5635,24.61,1.071,1.016,7.22,95.49,7.19,32.18,90,1.054,77.0,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
7894,5636,20.82,1.065,1.016,6.33,63.57,14.39,28.39,60,1.047,75.0,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
7895,5637,21.0,1.047,1.011,4.76,30.87,9.79,28.2,90,1.035,70.0,3.0,Specific Gravity,All Grain,0.75,18.0,American IPA
7896,5642,20.82,1.058,1.01,6.26,61.67,9.71,28.39,60,1.042,60.0,1.33,Specific Gravity,All Grain,0.35,20.0,American IPA
7897,5643,27.0,1.056,1.013,5.56,38.98,3.32,30.0,60,1.05,75.0,3.0,Specific Gravity,All Grain,1.75,10.0,American IPA
7898,5645,20.82,1.053,1.014,5.09,29.33,12.91,28.39,60,1.039,75.0,2.0,Specific Gravity,All Grain,0.5,19.44,American IPA
7899,5653,25.0,1.051,1.012,5.17,35.98,16.32,29.0,60,1.044,70.0,3.0,Specific Gravity,All Grain,1.0,20.0,American IPA
7900,5656,18.93,1.045,1.01,4.61,25.4,6.96,26.5,90,1.032,70.0,1.25,Specific Gravity,All Grain,0.5,15.56,American IPA
7901,5658,18.93,1.056,1.009,6.11,30.14,5.42,22.71,60,1.046,80.0,1.25,Specific Gravity,All Grain,0.35,21.11,American IPA
7902,5659,37.85,1.054,1.003,6.72,18.89,3.41,45.42,90,1.045,70.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
7903,5663,41.64,1.056,1.012,5.73,71.32,9.27,49.21,60,1.047,72.5,1.5,Specific Gravity,All Grain,1.0,21.11,American IPA
7904,5664,20.82,1.044,1.012,4.25,8.54,11.37,28.39,90,1.033,60.0,1.5,Specific Gravity,All Grain,1.5,10.0,American IPA
7905,5665,37.85,1.061,1.014,6.26,107.08,6.09,49.21,60,1.047,70.0,1.0,Specific Gravity,All Grain,0.5,20.0,American IPA
7906,5670,25.0,1.06,1.012,6.35,47.45,4.87,29.5,90,1.051,70.0,2.7,Specific Gravity,All Grain,0.75,18.0,American IPA
7907,5671,20.82,1.0659999999999998,1.019,6.22,35.04,37.32,28.39,60,1.0490000000000002,70.0,1.5,Specific Gravity,All Grain,0.75,22.22,American IPA
7908,5673,20.82,1.05,1.009,5.49,29.51,3.37,26.5,60,1.04,75.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA
7909,5680,26.5,1.065,1.014,6.67,66.55,14.14,32.18,60,1.053,70.0,1.5,Specific Gravity,All Grain,0.5,20.56,American IPA
7910,5693,20.82,1.056,1.014,5.44,19.66,15.28,24.61,60,1.04,70.0,2.0,Specific Gravity,All Grain,0.5,16.67,American IPA
7911,5696,20.5,1.0490000000000002,1.014,4.59,42.25,6.13,26.49,90,1.038,79.0,3.8,Specific Gravity,All Grain,0.75,20.0,American IPA
7912,5713,21.96,1.062,1.015,6.14,50.95,6.35,28.39,30,1.048,61.0,1.3,Specific Gravity,All Grain,0.5,21.11,American IPA
7913,5719,23.0,1.052,1.012,5.17,30.44,7.69,31.0,60,1.038,78.0,5.0,Specific Gravity,All Grain,0.75,19.0,American IPA
7914,5722,21.0,1.064,1.013,6.68,24.2,5.12,28.5,60,1.047,60.0,3.1,Specific Gravity,All Grain,0.35,25.0,American IPA
7915,5724,20.82,1.0659999999999998,1.016,6.45,56.77,3.37,26.5,60,1.052,85.0,1.5,Specific Gravity,All Grain,1.0,14.44,American IPA
7916,5729,45.0,1.055,1.009,6.0,41.03,5.44,63.0,90,1.039,80.0,4.5,Specific Gravity,All Grain,0.75,17.0,American IPA
7917,5734,15.1,1.05,1.012,4.95,60.87,7.24,18.9,60,1.04,50.0,2.5,Specific Gravity,All Grain,0.5,18.0,American IPA
7918,5735,20.82,1.061,1.014,6.22,48.36,5.76,28.39,60,1.045,66.6,1.5,Specific Gravity,All Grain,0.5,21.11,American IPA
7919,5745,49.21,1.056,1.014,5.48,10.86,9.93,56.78,75,1.046,70.0,1.0,Specific Gravity,All Grain,0.5,19.44,American IPA
7920,5753,20.82,1.02,1.006,1.93,22.03,9.99,28.39,60,1.015,35.0,1.5,Specific Gravity,All Grain,0.75,20.56,American IPA
7921,5754,5.68,1.058,1.012,6.01,25.68,10.72,7.57,60,1.043,80.0,1.5,Specific Gravity,All Grain,0.35,22.22,American IPA
7922,5760,20.82,1.057,1.016,5.34,27.42,7.95,28.39,60,1.042,75.0,1.3,Specific Gravity,All Grain,0.35,18.89,American IPA
7923,5764,21.77,1.0659999999999998,1.015,6.73,80.34,9.32,27.82,60,1.052,79.0,1.37,Specific Gravity,All Grain,0.75,19.44,American IPA
7924,5767,20.82,1.062,1.016,6.0,34.44,3.37,22.71,60,1.057,75.0,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
7925,5768,23.0,1.057,1.013,5.75,87.77,5.34,27.0,60,1.048,70.0,3.0,Specific Gravity,All Grain,0.75,21.0,American IPA
7926,5780,17.0,1.043,1.012,4.1,26.35,14.15,23.0,60,1.032,70.0,4.0,Specific Gravity,All Grain,0.5,26.0,American IPA
7927,5789,22.0,1.048,1.008,5.23,21.39,4.04,26.7,60,1.04,65.0,2.7,Specific Gravity,All Grain,1.0,17.0,American IPA
7928,5791,90.0,1.065,1.012,6.98,21.28,7.16,98.0,60,1.0590000000000002,75.0,2.5,Specific Gravity,All Grain,0.35,20.0,American IPA
7929,5792,25.0,1.051,1.012,5.19,24.29,5.26,28.0,60,1.046,70.0,3.0,Specific Gravity,All Grain,0.35,21.0,American IPA
7930,5795,21.0,1.0490000000000002,1.011,5.01,46.56,6.16,28.0,60,1.037,65.0,3.0,Specific Gravity,All Grain,0.35,22.0,American IPA
7931,5798,22.71,1.044,1.011,4.28,83.77,8.09,28.39,60,1.035,70.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
7932,5801,21.0,12.0152,2.72725,4.96,51.92,5.59,24.0,60,10.6,75.0,3.0,Plato,All Grain,0.75,21.0,American IPA
7933,5815,20.82,1.075,1.014,7.95,64.87,12.08,29.53,75,1.053,75.0,2.0,Specific Gravity,All Grain,1.0,18.33,American IPA
7934,5820,20.82,1.0590000000000002,1.016,5.66,56.61,9.92,30.28,90,1.041,60.0,1.5,Specific Gravity,All Grain,0.75,19.44,American IPA
7935,5823,23.0,1.063,1.011,6.94,77.68,7.57,30.0,60,1.0490000000000002,70.0,3.0,Specific Gravity,All Grain,0.35,18.0,American IPA
7936,5829,25.0,1.054,1.011,5.62,45.41,5.69,30.0,90,1.045,85.0,3.0,Specific Gravity,All Grain,0.75,20.0,American IPA
7937,5835,25.0,1.0490000000000002,1.008,5.34,30.59,5.17,31.0,60,1.04,84.0,5.0,Specific Gravity,All Grain,1.25,19.0,American IPA
7938,5840,18.93,1.063,1.017,6.14,43.78,8.18,28.39,60,1.042,64.0,1.5,Specific Gravity,All Grain,1.25,16.67,American IPA
7939,5844,25.0,1.061,1.012,6.51,70.78,6.4,32.0,60,1.048,75.0,2.7,Specific Gravity,All Grain,1.0,20.0,American IPA
7940,5846,18.93,1.064,1.014,6.57,77.16,9.19,28.39,60,1.043,75.0,1.5,Specific Gravity,All Grain,0.35,17.22,American IPA
7941,5848,18.93,1.054,1.017,4.86,20.78,17.04,24.61,60,1.042,65.0,1.25,Specific Gravity,All Grain,0.5,20.0,American IPA
7942,5865,18.93,1.058,1.015,5.65,94.64,6.42,24.61,60,1.045,58.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA
7943,5871,23.66,1.054,1.013,5.31,30.03,5.92,27.44,60,1.046,75.0,1.25,Specific Gravity,All Grain,0.75,18.33,American IPA
7944,5875,20.82,1.08,1.023,7.58,52.95,5.01,24.61,60,1.068,81.0,1.43,Specific Gravity,All Grain,0.35,20.0,American IPA
7945,5878,20.82,1.081,1.022,7.76,82.61,6.69,24.61,60,1.069,65.0,1.5,Specific Gravity,All Grain,1.0,17.78,American IPA
7946,5879,41.64,1.053,1.014,5.2,30.32,8.28,49.21,60,1.045,60.0,1.5,Specific Gravity,All Grain,0.75,18.89,American IPA
7947,5880,20.82,1.067,1.019,6.29,68.9,18.0,28.39,60,1.0490000000000002,86.0,1.5,Specific Gravity,All Grain,1.0,20.0,American IPA
7948,5892,18.93,1.062,1.015,6.19,64.27,10.83,28.39,60,1.041,65.0,1.25,Specific Gravity,All Grain,1.25,20.0,American IPA
7949,5896,20.0,1.062,1.014,6.28,49.22,7.65,27.0,60,1.046,63.0,3.3,Specific Gravity,All Grain,1.0,18.0,American IPA
7950,5899,45.0,1.041,1.009,4.27,26.61,4.16,28.5,60,1.065,75.0,4.5,Specific Gravity,All Grain,0.75,19.0,American IPA
7951,5908,38.0,1.044,1.006,4.88,12.67,2.98,43.0,60,1.038,80.0,2.75,Specific Gravity,All Grain,1.5,10.0,American IPA
7952,5909,5.68,1.064,1.019,5.88,33.68,14.31,7.57,60,1.037,55.0,1.5,Specific Gravity,All Grain,0.35,15.56,American IPA
7953,5917,20.82,1.06,1.017,5.64,1.72,19.93,24.61,60,1.05,78.0,1.3,Specific Gravity,All Grain,0.75,20.0,American IPA
7954,5928,60.0,1.044,1.01,4.45,13.64,13.32,71.0,60,1.037,75.0,3.0,Specific Gravity,All Grain,0.75,20.0,American IPA
7955,5935,3.79,1.0659999999999998,1.013,6.93,47.6,6.46,5.68,60,1.044,70.0,1.32,Specific Gravity,All Grain,0.75,20.0,American IPA
7956,5936,20.82,1.094,1.021,9.59,110.29,10.16,28.39,90,1.069,70.0,1.5,Specific Gravity,All Grain,0.35,20.56,American IPA
7957,5937,20.82,1.054,1.013,5.36,24.87,14.61,24.61,60,1.046,75.0,1.5,Specific Gravity,All Grain,0.75,16.67,American IPA
7958,5940,21.2,1.067,1.015,6.82,51.55,10.53,28.5,60,1.05,70.0,3.6,Specific Gravity,All Grain,1.25,20.0,American IPA
7959,5944,19.87,1.0590000000000002,1.015,5.77,132.94,5.23,25.55,60,1.046,70.0,1.33,Specific Gravity,All Grain,0.5,21.11,American IPA
7960,5947,19.87,1.0590000000000002,1.009,6.74,61.35,6.11,24.61,60,1.048,68.0,1.66,Specific Gravity,All Grain,0.75,19.44,American IPA
7961,5949,45.42,1.052,1.012,5.19,15.26,3.65,53.0,60,1.044,75.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
7962,5957,20.82,1.06,1.011,6.45,38.72,5.29,34.07,90,1.037,75.0,1.6669999999999998,Specific Gravity,All Grain,0.35,15.56,American IPA
7963,5961,20.82,1.0490000000000002,1.014,4.68,21.15,20.62,28.39,60,1.036,60.0,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
7964,5964,37.85,1.06,1.013,6.19,11.31,6.33,45.42,90,1.05,75.0,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
7965,5968,22.71,1.067,1.018,6.49,112.87,10.35,26.5,60,1.057,75.0,1.25,Specific Gravity,All Grain,0.5,20.0,American IPA
7966,5974,26.0,1.051,1.013,5.0,22.01,3.32,30.0,60,1.044,70.0,3.0,Specific Gravity,All Grain,1.0,18.0,American IPA
7967,5976,20.82,1.063,1.015,6.26,63.05,5.14,28.39,60,1.046,70.0,1.3,Specific Gravity,All Grain,1.25,20.0,American IPA
7968,5981,20.82,1.052,1.01,5.51,57.77,5.85,28.39,60,1.038,65.0,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
7969,5982,20.82,1.058,1.014,5.82,90.53,8.83,26.5,60,1.046,65.0,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
7970,5991,20.82,1.062,1.01,6.8,49.41,10.68,24.61,60,1.053,75.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
